topic,term,beta
2,회사,2.055677724014199e-5
3,회사,0.0011884435526841233
4,회사,7.125994797871724e-11
5,회사,7.68140749669758e-10
6,회사,0.001433870293878706
7,회사,1.948669998603077e-4
8,회사,0.003968227356884062
9,회사,1.0522137523926122e-19
1,회원,0.0016088613953170949
2,회원,0.010118561939883093
3,회원,1.1004897039802461e-11
4,회원,4.8342163669875507e-4
5,회원,0.0024729419700781027
6,회원,0.005404644798827236
7,회원,5.035188718061634e-4
8,회원,0.0037097435180444296
9,회원,0.0016855672582616935
1,남편,2.8492935853385146e-7
2,남편,2.3012052513964946e-17
3,남편,1.8131533103147784e-9
4,남편,6.79527957728154e-4
5,남편,1.268769499011809e-17
6,남편,0.0016626993828540387
7,남편,2.748143832731834e-30
8,남편,0.001872185095361726
9,남편,1.9401109970410808e-29
1,명의,4.18617580947619e-5
2,명의,6.5359035745e-23
3,명의,9.112677081616628e-55
4,명의,9.146147609675682e-4
5,명의,1.1061138924596448e-45
6,명의,1.4908572950186042e-4
7,명의,9.860289869687254e-4
8,명의,0.0020445390497449882
9,명의,3.9568635583660897e-16
1,해명,7.92606385604014e-22
2,해명,2.0816854065577373e-19
3,해명,3.6411544323558835e-4
4,해명,0.0020221497016264544
5,해명,4.1285460474362286e-13
6,해명,1.927092641317257e-11
7,해명,3.457471869628031e-27
8,해명,0.002357020789821991
9,해명,1.6827088210548586e-16
1,기소,1.7976419605975839e-9
2,기소,4.179567088816842e-27
3,기소,9.098116743161428e-4
4,기소,7.20196377828007e-5
5,기소,2.8787205938897583e-4
6,기소,1.185619444783541e-10
7,기소,1.0882225407553914e-11
8,기소,0.0047665418717785565
9,기소,5.895214629226569e-4
1,회피,0.003176562522261351
2,회피,0.0025472067528533224
3,회피,3.5408669700729193e-4
4,회피,2.1378185837018934e-4
5,회피,7.601836704736768e-23
6,회피,7.786565179364016e-4
7,회피,1.643216661063277e-6
8,회피,0.0018527748515737316
9,회피,3.2650730584699984e-12
1,선임,6.0296656678369946e-27
2,선임,8.551550389146448e-27
3,선임,4.875702969436238e-13
4,선임,1.002566628628757e-18
5,선임,3.615976301134015e-20
6,선임,0.0011782279638181611
7,선임,1.58634835781019e-176
8,선임,5.237411657633722e-4
9,선임,7.478352398986407e-29
1,판정,3.436631836601319e-46
2,판정,8.526008231229036e-44
3,판정,2.0196950176091834e-46
4,판정,6.3930422678125054e-21
5,판정,1.8061883477448723e-4
6,판정,2.3141501566987394e-42
7,판정,2.0839495824410646e-175
8,판정,0.0019203842744873814
9,판정,7.390344098897485e-30
1,직책,1.0693339463932503e-36
2,직책,1.2570063138836326e-15
3,직책,1.902846128711309e-9
4,직책,2.511302665717095e-26
5,직책,9.030941738689999e-5
6,직책,5.748182482653529e-171
7,직책,6.672798490048384e-175
8,직책,0.0015357301331660946
9,직책,1.419106718107098e-4
1,공급,2.019119931871327e-46
2,공급,7.636419596559735e-21
3,공급,0.0013345701431955914
4,공급,2.5004445576558126e-52
5,공급,2.4770717259799276e-21
6,공급,2.4464856626529035e-62
7,공급,0.0034764596952367734
8,공급,1.256554018398179e-16
9,공급,1.0642024335661101e-7
1,발표,0.0010728944630935438
2,발표,7.196453713628964e-10
3,발표,7.92505253804398e-5
4,발표,0.0013845131436466184
5,발표,0.0010548238573623837
6,발표,0.002121150026823598
7,발표,0.004912660262001497
8,발표,3.0772587194107787e-7
9,발표,0.003245386547939936
1,사전,0.0025453500528021637
2,사전,0.0022508299894091976
3,사전,4.994678435925775e-4
4,사전,2.1378407618064028e-10
5,사전,1.5741390338176872e-4
6,사전,0.0014617716621952983
7,사전,0.004427946510365757
8,사전,2.5143866540144785e-4
9,사전,1.279484610114806e-4
1,향응,6.392903307568279e-4
2,향응,2.2757146820012544e-14
3,향응,6.163809555973814e-34
4,향응,1.5685023270167771e-4
5,향응,0.002941718969341666
6,향응,2.996081487338988e-9
7,향응,9.32243588399408e-153
8,향응,1.3293245498056008e-37
9,향응,1.095587216807054e-4
1,투기,2.11077794791841e-8
2,투기,2.17983658965358e-15
3,투기,0.0018124832331292344
4,투기,3.6723826891649883e-9
5,투기,9.39759456071208e-31
6,투기,3.2250224996104286e-10
7,투기,0.005941338742084825
8,투기,3.1858735846180345e-24
9,투기,7.43447552623908e-7
1,오전,1.4562719913273223e-4
2,오전,8.233342312975086e-4
3,오전,0.0020295587479878924
4,오전,7.653400380164073e-4
5,오전,7.646656319413747e-18
6,오전,3.5799113348789803e-4
7,오전,0.0015390152329730696
8,오전,7.081768932907924e-4
9,오전,2.1392183767931028e-10
1,전원,1.9810633822656338e-4
2,전원,2.465509861672866e-22
3,전원,0.0010027277149755316
4,전원,5.233344069528791e-4
5,전원,1.2794244125074007e-6
6,전원,5.477041954700559e-4
7,전원,5.862142711468253e-4
8,전원,1.3051906106678623e-4
9,전원,2.0943748176957664e-9
1,특수,2.486053710793839e-4
2,특수,1.970580516386222e-14
3,특수,0.001030600091049053
4,특수,1.791886259005219e-4
5,특수,2.5073672428102827e-4
6,특수,6.931226188809991e-19
7,특수,1.7552472099861397e-25
8,특수,1.85926093760861e-12
9,특수,2.4588645394220854e-4
1,관계자,0.0014910873190892506
2,관계자,0.0021888899273733928
3,관계자,0.002481567616325417
4,관계자,7.229698190705748e-15
5,관계자,9.935647020288085e-4
6,관계자,4.3528022984604055e-4
7,관계자,0.002307845152644508
8,관계자,0.0015036417111370518
9,관계자,8.907703659239865e-4
1,민심,1.1537748789314658e-21
2,민심,2.2493453700825648e-4
3,민심,0.0043583743595281745
4,민심,7.42864112455242e-5
5,민심,2.4336697700043795e-4
6,민심,4.4980504040410164e-120
7,민심,0.0012005888964483592
8,민심,1.8857823882546988e-100
9,민심,9.225221100282077e-28
1,사퇴,1.1363811555876558e-28
2,사퇴,2.634184364660298e-16
3,사퇴,0.002388857406925466
4,사퇴,2.57322195777006e-4
5,사퇴,2.11786630465641e-14
6,사퇴,2.3083472601368439e-4
7,사퇴,3.861941538216764e-9
8,사퇴,3.652314831810929e-4
9,사퇴,4.966754068979557e-22
1,결과,0.0022113384640418164
2,결과,1.3925329679740484e-4
3,결과,0.0014766321567535054
4,결과,0.0010284360563448459
5,결과,7.058260636705154e-4
6,결과,0.0015981219034540111
7,결과,0.002565637077382334
8,결과,0.001645493016305112
9,결과,0.0041200118924943656
1,자료,0.001566991447769881
2,자료,8.731984178294532e-4
3,자료,2.1889622505133693e-11
4,자료,6.956100487354251e-8
5,자료,2.114786358613426e-4
6,자료,4.3906913266559346e-4
7,자료,8.478771518084713e-4
8,자료,0.0017416905269666252
9,자료,5.911945543597171e-4
1,근절,0.0011773851307222659
2,근절,1.6187714018588636e-12
3,근절,0.0022082927303852078
4,근절,1.0896592596358587e-20
5,근절,0.0013879481348886425
6,근절,6.159044833912937e-4
7,근절,0.0032225935477487792
8,근절,6.225802132985635e-8
9,근절,0.002819252204335911
1,국정조사,2.3382478779279102e-24
2,국정조사,1.907311773557569e-4
3,국정조사,0.0012065456830728312
4,국정조사,1.7448909571957412e-4
5,국정조사,4.491844833926826e-18
6,국정조사,9.509265244017675e-31
7,국정조사,2.1494567303663267e-15
8,국정조사,1.5975679702786988e-70
9,국정조사,2.579901922169461e-37
1,원내대표,6.02947114814568e-31
2,원내대표,0.0026872636021777014
3,원내대표,0.007416090036096105
4,원내대표,0.0032578406253420586
5,원내대표,1.7711064329384356e-4
6,원내대표,6.05413722640624e-34
7,원내대표,7.694441901612017e-5
8,원내대표,5.391635714273813e-7
9,원내대표,8.21993470975483e-29
1,최상층,2.11311730898245e-188
2,최상층,5.907481541005588e-191
3,최상층,4.3913732168022384e-17
4,최상층,6.436935596104642e-186
5,최상층,1.6281466154842793e-34
6,최상층,2.7116855846947654e-142
7,최상층,1.5907069420498835e-183
8,최상층,2.2510224743339044e-186
9,최상층,7.076109285160328e-4
1,탐욕,2.210164604543532e-23
2,탐욕,7.75902478737314e-29
3,탐욕,1.5050680983552935e-4
4,탐욕,6.895230209076534e-92
5,탐욕,1.3385347963864582e-26
6,탐욕,4.317870834213602e-149
7,탐욕,6.889670852364889e-158
8,탐욕,1.4754869582690987e-160
9,탐욕,7.076109285271646e-4
1,현직,4.082897471825977e-4
2,현직,3.6628732430410687e-4
3,현직,7.192862293568181e-13
4,현직,2.118297051699689e-27
5,현직,5.112174578129278e-12
6,현직,7.027382340345725e-4
7,현직,1.102239901966597e-5
8,현직,4.809712054463364e-4
9,현직,0.00140656638096315
1,의지,2.9138625995991945e-4
2,의지,0.0019374313810169388
3,의지,0.004398935807508602
4,의지,3.3927458608924543e-6
5,의지,7.105303588294917e-5
6,의지,2.403320964375029e-12
7,의지,5.293727763665618e-4
8,의지,9.280073989673084e-18
9,의지,0.002924414606275627
1,구역,5.4529036343297336e-18
2,구역,1.946677892432629e-19
3,구역,3.9034983985240176e-22
4,구역,1.656282128891204e-29
5,구역,3.633850349420765e-187
6,구역,1.1382309308470923e-43
7,구역,1.6919913007950707e-17
8,구역,0.0024441254402314035
9,구역,3.3543946652471228e-46
1,일자리,5.62630724355472e-15
2,일자리,9.432343715894858e-9
3,일자리,8.444426752930477e-4
4,일자리,1.3174725683415164e-23
5,일자리,5.442023115835058e-175
6,일자리,2.160145106333644e-4
7,일자리,1.4854855318720083e-4
8,일자리,6.284535139704486e-171
9,일자리,3.5757881365010383e-4
1,강조,5.425086375122529e-9
2,강조,2.2480883769952813e-4
3,강조,0.004707657971617067
4,강조,0.0022298476886035016
5,강조,0.0015142735679429566
6,강조,0.004335536516117195
7,강조,0.0013086808549310817
8,강조,0.0013690431542303287
9,강조,1.5140056204238875e-4
1,등록제,2.574939548196268e-4
2,등록제,8.756790627198231e-185
3,등록제,2.5561761760594018e-24
4,등록제,1.386788205040651e-47
5,등록제,1.1280474823815884e-49
6,등록제,1.329006089041003e-119
7,등록제,0.001492795823726518
8,등록제,1.1169390759121937e-179
9,등록제,5.4184986196068245e-34
1,추진,0.0016649825652879239
2,추진,0.0020333268303021797
3,추진,0.001983113832736464
4,추진,0.0022961858228122286
5,추진,4.505146697114259e-4
6,추진,0.00341415738956592
7,추진,0.003376445099629202
8,추진,4.112882050152664e-4
9,추진,0.004231679450311082
1,과잉,1.4504348138470672e-9
2,과잉,2.9296155180848796e-4
3,과잉,7.12405334185365e-13
4,과잉,3.104179603440645e-19
5,과잉,0.0020691542333773063
6,과잉,4.742779327920252e-14
7,과잉,8.968447320308016e-4
8,과잉,4.760845179957378e-12
9,과잉,3.249970733775371e-4
1,공사,5.655714053609606e-4
2,공사,1.6803629335434734e-4
3,공사,2.7193578565102157e-4
4,공사,2.191719705706923e-20
5,공사,3.0767424631182485e-4
6,공사,3.7123845768309385e-7
7,공사,0.001525362046413316
8,공사,0.005528823127369229
9,공사,5.428807527316376e-4
1,광양시장,2.953466861406593e-187
2,광양시장,3.4161233574114368e-192
3,광양시장,2.0572493455513977e-186
4,광양시장,2.4465082849115607e-185
5,광양시장,4.322734517309576e-190
6,광양시장,9.803715291322444e-181
7,광양시장,8.299703817282809e-4
8,광양시장,3.170637587225317e-10
9,광양시장,2.133661893002763e-188
1,취득,0.0013577562619917368
2,취득,0.0016955362437484581
3,취득,1.000308867784831e-10
4,취득,0.0012992921695010717
5,취득,3.410538845582599e-11
6,취득,2.0107872012382528e-4
7,취득,0.006975591870084041
8,취득,8.835170988389116e-4
9,취득,9.194430654321515e-5
1,지대,2.0563247518302496e-200
2,지대,2.9212714817434174e-201
3,지대,4.41476005331642e-170
4,지대,9.762842942207415e-193
5,지대,2.4751605116717517e-201
6,지대,3.1036826820332862e-195
7,지대,5.691100642910412e-45
8,지대,5.617855051189e-197
9,지대,5.896757737633894e-4
1,발생,0.0016794814777986522
2,발생,3.442333386106971e-5
3,발생,2.3403130363402107e-5
4,발생,1.0230803851936161e-4
5,발생,1.2553755318948413e-4
6,발생,0.002873396939198535
7,발생,6.666837876388279e-4
8,발생,0.001929702715667211
9,발생,0.003079306170440811
1,부패사건,8.072474616609369e-43
2,부패사건,1.1419510512508307e-37
3,부패사건,1.4181575097022933e-18
4,부패사건,2.539798702344346e-44
5,부패사건,5.634542389301095e-184
6,부패사건,1.5475655107689257e-4
7,부패사건,3.4860700874012565e-39
8,부패사건,2.4343970206967973e-182
9,부패사건,8.350483468781652e-4
1,진화,2.623124461158684e-70
2,진화,3.8072608513584544e-4
3,진화,7.13202201230929e-16
4,진화,1.3786551747955588e-23
5,진화,1.6813586790796832e-10
6,진화,1.5005429172446794e-170
7,진화,3.447709663142023e-36
8,진화,5.384615266120512e-29
9,진화,8.606346451577532e-4
1,보전,6.852512194772837e-185
2,보전,8.920075581429773e-189
3,보전,4.798284042273037e-184
4,보전,8.059845425501483e-184
5,보전,9.7352936006746e-189
6,보전,1.645605096019044e-182
7,보전,6.916421941276224e-4
8,보전,8.384046267945082e-20
9,보전,7.622991380111452e-185
1,형사처벌,4.102330138599251e-4
2,형사처벌,7.289705168807983e-4
3,형사처벌,4.431174754818296e-21
4,형사처벌,1.312298461005086e-18
5,형사처벌,0.0068677847787843626
6,형사처벌,1.4032164778038414e-13
7,형사처벌,1.8610867312695276e-4
8,형사처벌,3.980242795004503e-22
9,형사처벌,2.1326358546293145e-15
1,건물,1.8780926695916405e-4
2,건물,3.8168324168444985e-14
3,건물,5.6676340504136535e-62
4,건물,0.0017746688211204085
5,건물,9.758740291883235e-44
6,건물,2.770358096824424e-150
7,건물,1.4384352918482711e-4
8,건물,0.0017231991992999174
9,건물,1.288501371204914e-39
1,무허가,1.1733867346760672e-195
2,무허가,2.3810137770805757e-198
3,무허가,7.821952169077692e-193
4,무허가,1.4484029277890178e-193
5,무허가,3.865167299471894e-198
6,무허가,6.541248958591363e-192
7,무허가,3.0735285261837494e-10
8,무허가,8.729015550385033e-4
9,무허가,4.829275488676514e-196
1,아파트,3.0475492644362125e-48
2,아파트,4.0836568768391326e-39
3,아파트,6.044109760523263e-4
4,아파트,3.495314625921072e-4
5,아파트,1.0116253955657288e-18
6,아파트,1.8512093504654964e-31
7,아파트,9.749793577662497e-4
8,아파트,0.002060305059872545
9,아파트,4.5682883251995857e-4
1,민간,0.003336883146329847
2,민간,5.302631346453647e-4
3,민간,1.109180403121501e-4
4,민간,7.601246566889882e-16
5,민간,0.0027594956759859797
6,민간,0.0016889901536413941
7,민간,1.8485459455473368e-4
8,민간,4.820598320203216e-4
9,민간,0.0013916842394532582
1,비공개,9.616517569807265e-4
2,비공개,2.7582066370883537e-4
3,비공개,1.3305935058576538e-4
4,비공개,4.35667100671588e-9
5,비공개,2.305701725900983e-20
6,비공개,2.7971786683840405e-128
7,비공개,2.688209729079304e-4
8,비공개,5.066373353368069e-4
9,비공개,1.5813824185300957e-4
1,가격,5.401658302478916e-147
2,가격,1.1791702662510627e-57
3,가격,3.010071311943105e-4
4,가격,1.6521583504021143e-4
5,가격,3.972892953242477e-10
6,가격,0.0013349811082670466
7,가격,1.3704642649528792e-8
8,가격,1.5515260327137888e-50
9,가격,1.1364257294039883e-24
1,소득,5.5403489732513e-13
2,소득,4.24300367993911e-12
3,소득,4.669780099286628e-4
4,소득,4.746958555230171e-14
5,소득,6.615505059861082e-30
6,소득,8.982485365689468e-4
7,소득,6.43363701260678e-30
8,소득,1.3428485433830318e-4
9,소득,8.009569491654499e-4
1,해외,4.744137919112468e-7
2,해외,5.0285938901533735e-27
3,해외,7.042010747635762e-36
4,해외,1.2675280433933404e-4
5,해외,3.1465653959406475e-9
6,해외,0.001041372385866653
7,해외,1.3408630248044267e-38
8,해외,5.749366437758566e-5
9,해외,9.033579152833245e-4
1,경기,4.835547353939902e-18
2,경기,3.0143164158408086e-25
3,경기,0.00035326792671413787
4,경기,3.5604718389195305e-10
5,경기,3.6125808157822825e-8
6,경기,1.9800481287182256e-4
7,경기,0.0036310789646285648
8,경기,1.7405116916427505e-4
9,경기,8.525976116849131e-4
1,공익,0.0010270414306887373
2,공익,3.5186696895227566e-13
3,공익,3.621441981067126e-15
4,공익,0.0016429719051387786
5,공익,0.002139271553503982
6,공익,0.0025322856331696456
7,공익,0.0017168893228781698
8,공익,0.0011031458400912583
9,공익,0.0020168560357074505
1,안정,1.4227720098834455e-35
2,안정,4.987666641329589e-10
3,안정,0.001148110110452739
4,안정,1.0192918183468737e-25
5,안정,1.0659641273198779e-177
6,안정,8.493006321360196e-4
7,안정,7.01905827303327e-6
8,안정,2.6039924947751517e-4
9,안정,3.2828265327008245e-4
1,연금,3.266130949277431e-24
2,연금,7.236704580837712e-5
3,연금,4.458720001865455e-5
4,연금,1.1945755710816777e-34
5,연금,8.650747237659786e-173
6,연금,0.0011687595039377235
7,연금,1.6341030271615423e-15
8,연금,5.545153924515114e-62
9,연금,2.4250455233206574e-4
1,공제,3.399598837297317e-188
2,공제,6.318696278161903e-188
3,공제,3.7739274549968364e-135
4,공제,3.0050558168595206e-31
5,공제,4.0705869952326356e-187
6,공제,3.366365612463764e-4
7,공제,7.445363567468454e-38
8,공제,1.0492270093944312e-45
9,공제,5.896757737635151e-4
1,낭비,1.710303455819573e-45
2,낭비,8.47483495687621e-185
3,낭비,1.168463686113376e-135
4,낭비,1.8325021713924948e-32
5,낭비,6.483496436335625e-9
6,낭비,1.1053601688916352e-177
7,낭비,6.849885041909537e-13
8,낭비,3.340327942354312e-17
9,낭비,0.0010614079253858629
1,복지,5.1145530419110416e-23
2,복지,3.5678618199277955e-5
3,복지,2.0779619455292013e-4
4,복지,4.452638686342544e-32
5,복지,1.354458844273954e-22
6,복지,5.571245816116425e-6
7,복지,1.4869214620375153e-25
8,복지,3.9501662234467784e-4
9,복지,9.407248332627391e-4
1,증세,3.8172040640073814e-196
2,증세,1.458073558913056e-197
3,증세,8.101705291079551e-139
4,증세,1.9508237913562668e-32
5,증세,1.2816488526389274e-192
6,증세,2.2342481378761465e-191
7,증세,6.221778123539644e-192
8,증세,3.2613646028876435e-190
9,증세,5.896757737633894e-4
1,부처,1.741456646788961e-4
2,부처,3.933151162405188e-4
3,부처,6.598339560307879e-4
4,부처,1.944087642357903e-34
5,부처,5.339314987035234e-4
6,부처,0.005908236962960966
7,부처,2.6040931892016536e-4
8,부처,2.5269072826101352e-21
9,부처,0.002052206599745676
1,공공부문,1.1075789456908074e-146
2,공공부문,8.404257393395521e-181
3,공공부문,1.5408418358622345e-4
4,공공부문,2.5155547303326252e-54
5,공공부문,1.0325380193245583e-4
6,공공부문,5.40560193614007e-34
7,공공부문,4.265297988079911e-52
8,공공부문,3.0988178747881054e-27
9,공공부문,0.0012775794351354637
1,임직원,6.593106011714549e-4
2,임직원,0.002703533426509558
3,임직원,9.836468775836118e-4
4,임직원,9.455118849013344e-17
5,임직원,0.0010864883701056818
6,임직원,5.4062788602318645e-15
7,임직원,0.004886400558651704
8,임직원,2.4884006240233192e-14
9,임직원,0.0011986275265450533
1,사업자,2.599800704369449e-4
2,사업자,2.1215801552784106e-11
3,사업자,4.630254845223576e-170
4,사업자,1.9887081102262278e-20
5,사업자,0.0011531368941768987
6,사업자,9.004017783772073e-16
7,사업자,9.664062733594568e-171
8,사업자,1.5466080767279503e-149
9,사업자,1.9125036906696244e-7
1,정치,5.0680964980114385e-17
2,정치,8.079691896628746e-12
3,정치,0.0015233670187065743
4,정치,0.004050646121880056
5,정치,2.2214722890804385e-4
6,정치,2.935999560030786e-10
7,정치,6.546025015174684e-13
8,정치,0.0014757417386835152
9,정치,0.0026848044609333256
1,적발,8.951528418079848e-4
2,적발,1.4586940358162348e-6
3,적발,1.0732406741166729e-4
4,적발,1.1689938272205357e-36
5,적발,2.4815740343368285e-7
6,적발,2.012180717178735e-16
7,적발,0.0023293859077682137
8,적발,2.3155272924431544e-28
9,적발,0.0015040777992720974
1,관피아,0.0020148816896207833
2,관피아,6.78864416351834e-10
3,관피아,1.1260810770057387e-25
4,관피아,1.2753266616337132e-47
5,관피아,2.5641153507573855e-4
6,관피아,0.0035577751515909147
7,관피아,3.0440850679001037e-155
8,관피아,8.840554698094946e-163
9,관피아,0.001384970851754815
1,규제,9.984409965273875e-4
2,규제,0.0022834465021331534
3,규제,6.507227303018639e-4
4,규제,0.0011638337426617895
5,규제,5.204179173810957e-4
6,규제,0.004009580352027194
7,규제,0.0010858474352369442
8,규제,1.9262500215334356e-4
9,규제,0.0015145870045181811
1,근대,4.0194488506644433e-188
2,근대,3.256815589180067e-190
3,근대,5.7088461913451605e-186
4,근대,8.25249826278824e-186
5,근대,2.3029242748093915e-182
6,근대,5.045486973990436e-185
7,근대,5.670051489347223e-29
8,근대,1.0677143429368374e-186
9,근대,9.434812380214231e-4
1,우리나라,4.323840818841465e-20
2,우리나라,1.2361324462625362e-4
3,우리나라,9.952985881191512e-4
4,우리나라,9.084142770208597e-4
5,우리나라,0.0010717073119216641
6,우리나라,5.331659786692376e-4
7,우리나라,3.512566257855852e-8
8,우리나라,2.1021529668594647e-5
9,우리나라,0.003909994891724411
1,배우자,0.0011826728350546548
2,배우자,9.516352225202619e-4
3,배우자,5.696499681377166e-10
4,배우자,3.7650027989735857e-10
5,배우자,0.0023909648185769976
6,배우자,4.730964073635049e-21
7,배우자,4.326153154606131e-4
8,배우자,2.0283447499831482e-20
9,배우자,1.2350316572420913e-28
1,감시,9.278796944490488e-10
2,감시,3.112324136421662e-4
3,감시,6.732835535972999e-14
4,감시,2.2381879631064912e-4
5,감시,4.945369981004849e-4
6,감시,0.0012726082390482143
7,감시,0.001244673669348265
8,감시,0.0018092169160636043
9,감시,0.0024916959861003216
1,사기업체,4.3090793285845033e-4
2,사기업체,3.4520661340204145e-180
3,사기업체,8.402538725166244e-180
4,사기업체,6.359198268466306e-180
5,사기업체,1.1554347306722761e-45
6,사기업체,7.244587026426055e-4
7,사기업체,1.163931171747661e-180
8,사기업체,1.506109223101858e-177
9,사기업체,4.030383373967308e-8
1,사람,0.0014381813892494347
2,사람,5.283627381243669e-4
3,사람,0.0021636352916359876
4,사람,0.0012860580467540944
5,사람,0.0022067986057112297
6,사람,0.004999205555587801
7,사람,0.001706062370806993
8,사람,5.545660849623021e-13
9,사람,0.0020477312577028683
1,부패방지,4.7684963190599243e-4
2,부패방지,3.853604913857284e-4
3,부패방지,1.946672962517797e-4
4,부패방지,1.128499050628022e-14
5,부패방지,0.0010899276792415414
6,부패방지,0.002345519772367158
7,부패방지,0.0038803578478868173
8,부패방지,0.0013442993511766077
9,부패방지,0.0011927599771796719
1,성립,1.9235664138215956e-14
2,성립,9.930115746375713e-18
3,성립,6.233011841649445e-179
4,성립,6.184097777441103e-4
5,성립,7.224753391228427e-4
6,성립,3.6138658932217037e-23
7,성립,2.6046993499600387e-179
8,성립,4.6981814048314464e-175
9,성립,1.959677799759489e-25
1,수수,0.0014464935855141078
2,수수,2.16483385607823e-4
3,수수,5.145518247365009e-14
4,수수,8.427638737597111e-5
5,수수,0.009664985382002658
6,수수,5.049528766445735e-12
7,수수,1.5924668950692907e-32
8,수수,3.043531572227998e-13
9,수수,2.2683675666352595e-4
1,감찰,8.638938001235828e-5
2,감찰,1.1926866787209241e-4
3,감찰,6.132147638954039e-4
4,감찰,4.6981007172205264e-42
5,감찰,8.681129849711497e-8
6,감찰,1.685835043086006e-4
7,감찰,4.849232762099689e-27
8,감찰,3.5396859744375653e-6
9,감찰,0.0012975344907884448
1,관행,3.220567056320554e-4
2,관행,3.2578401233633536e-10
3,관행,1.9709235561760305e-4
4,관행,6.271351694963863e-4
5,관행,0.0026254691302811882
6,관행,0.0016229141230061435
7,관행,2.829694751955566e-4
8,관행,1.5476695924100606e-38
9,관행,0.0017822957253288772
1,범위,0.0018057748058768507
2,범위,0.003070996233269014
3,범위,3.053023047627354e-8
4,범위,1.666364632163179e-4
5,범위,0.003172545171994204
6,범위,1.0278601142291593e-8
7,범위,1.5270163284953893e-4
8,범위,9.83617981441498e-6
9,범위,9.765594639869375e-4
1,임시국회,5.567746171201096e-21
2,임시국회,0.0038705467802374414
3,임시국회,1.797573167696181e-4
4,임시국회,5.712941779411219e-4
5,임시국회,4.424998469517741e-4
6,임시국회,1.2770030180906314e-29
7,임시국회,7.001437969534933e-24
8,임시국회,2.741621604687212e-4
9,임시국회,1.4805966788379202e-17
1,최대,4.413707390275136e-17
2,최대,0.0025640895442391675
3,최대,1.2262325694796616e-7
4,최대,4.844179360918105e-4
5,최대,3.120357100296084e-4
6,최대,1.489825508201105e-4
7,최대,0.001867975985601679
8,최대,2.6918294719826424e-4
9,최대,1.8215977759115644e-4
1,제기,6.135993082722618e-4
2,제기,0.0020369679319858333
3,제기,0.0013201835051955952
4,제기,0.0017209445867707434
5,제기,0.0023819918735351483
6,제기,1.0235412428542359e-5
7,제기,0.003661963118428881
8,제기,0.004189695605636898
9,제기,1.3829364159208225e-5
1,위헌,1.0158269348218956e-20
2,위헌,1.5524157013653534e-4
3,위헌,7.1622581155031795e-25
4,위헌,2.6484168166908786e-11
5,위헌,0.00416340011630145
6,위헌,1.6293935393196435e-18
7,위헌,0.001298738804117201
8,위헌,2.2925104003349583e-53
9,위헌,6.201857011105109e-30
1,친족,0.002832743664252611
2,친족,1.7279816095463349e-4
3,친족,9.412957143554742e-7
4,친족,6.642746115650628e-10
5,친족,0.0021691514115593376
6,친족,8.910848267435636e-15
7,친족,4.403981862941864e-163
8,친족,6.309183127484066e-35
9,친족,3.1088115798641335e-36
1,박원순,0.0023320315740302027
2,박원순,1.0283018621094959e-4
3,박원순,7.052261285770555e-20
4,박원순,1.3575116808158283e-176
5,박원순,2.3331851470416285e-47
6,박원순,3.3467219043873157e-34
7,박원순,1.4373494371888026e-143
8,박원순,7.174103861286634e-15
9,박원순,2.78859817451445e-29
1,계열사,4.1708613229827697e-19
2,계열사,2.6514791772183017e-42
3,계열사,7.639199544172802e-14
4,계열사,1.246205415441546e-20
5,계열사,1.1345899306142782e-179
6,계열사,0.0019477088037972517
7,계열사,7.311252083909598e-50
8,계열사,7.285712867595053e-5
9,계열사,1.3079937713742829e-6
1,조치,0.0037388731411144285
2,조치,5.0594439467820286e-5
3,조치,7.484501483975966e-4
4,조치,2.4349494058048966e-23
5,조치,5.922288680172656e-4
6,조치,0.0012609067458509478
7,조치,0.003138637182906035
8,조치,9.453968428046495e-4
9,조치,3.9104500924025957e-4
1,예방,0.0012156694091569518
2,예방,0.0016516302422166615
3,예방,5.650192001937908e-13
4,예방,5.742789290378468e-14
5,예방,1.9507235921138585e-9
6,예방,0.0010504563732250418
7,예방,5.307220235973874e-4
8,예방,2.7636717209274453e-4
9,예방,0.0018694847751842922
1,의사,1.5358765641421092e-4
2,의사,7.181066994765081e-4
3,의사,6.274259040097099e-7
4,의사,0.0011683872508203522
5,의사,3.453890741852566e-4
6,의사,0.0010746251665722435
7,의사,2.596522982396797e-4
8,의사,6.17942763840037e-4
9,의사,7.680163022121232e-4
1,성완종,9.264772976047055e-167
2,성완종,3.904855124558393e-65
3,성완종,3.7108700913761577e-93
4,성완종,5.574597583845428e-23
5,성완종,4.0304440529384067e-14
6,성완종,4.505814620935843e-174
7,성완종,7.909270367223264e-182
8,성완종,2.886436338621327e-178
9,성완종,5.896757737107558e-4
1,합의,1.8805945804500652e-4
2,합의,0.0051842767687605845
3,합의,0.001418422648713963
4,합의,5.861628357909175e-4
5,합의,4.4641722859522083e-4
6,합의,6.060173538874801e-8
7,합의,2.316546017323261e-18
8,합의,2.417680654902083e-10
9,합의,9.575992174862409e-5
1,정의,5.020074370462378e-5
2,정의,1.0716034490447225e-4
3,정의,5.523830118267049e-4
4,정의,3.0626569653486934e-4
5,정의,2.4215868964440814e-4
6,정의,1.5121680573752779e-10
7,정의,1.782012087100674e-5
8,정의,3.253046658695462e-4
9,정의,0.0014391161711967196
1,매각,0.0021473455687268097
2,매각,8.02863550575754e-30
3,매각,2.385335429029183e-15
4,매각,4.839642193584221e-4
