topic,term,beta
7,대리자,5.974450774499969e-177
8,대리자,1.5814935286043165e-181
9,대리자,2.224608986524539e-185
1,명분,2.593785733209546e-4
2,명분,2.0566034503724054e-4
3,명분,1.8914735389333274e-8
4,명분,4.1200709126377416e-11
5,명분,1.59960798729983e-4
6,명분,6.961114960068037e-7
7,명분,7.25032862572979e-26
8,명분,5.763429113985866e-163
9,명분,2.2133058189421155e-14
1,바탕,1.7579066862696014e-4
2,바탕,2.4855826351718854e-21
3,바탕,3.6839588666830864e-4
4,바탕,2.9845491956650245e-4
5,바탕,1.763221193568429e-20
6,바탕,3.028766929002675e-4
7,바탕,1.0252846021017414e-5
8,바탕,4.955942126145837e-4
9,바탕,1.653321880598057e-4
1,변동,9.32812629608018e-4
2,변동,1.0832326727672551e-188
3,변동,5.66610788467148e-186
4,변동,6.853394844313108e-188
5,변동,3.934963650190386e-190
6,변동,2.6101414753682647e-15
7,변동,5.937912541642276e-175
8,변동,8.594766506016857e-173
9,변동,2.3941331281352746e-185
1,분위기,2.331219872059202e-4
2,분위기,2.5336355697050617e-4
3,분위기,8.071295755387259e-12
4,분위기,5.889239917865999e-4
5,분위기,1.5152689607272446e-4
6,분위기,4.0880735186186307e-4
7,분위기,1.4765201975837938e-4
8,분위기,9.658222796054323e-5
9,분위기,2.9180011686803623e-8
1,세부,2.453760950575795e-4
2,세부,1.1416976389833033e-4
3,세부,5.945108380912122e-29
4,세부,1.6373588968911874e-15
5,세부,2.4841191304537144e-4
6,세부,1.3736518821498177e-20
7,세부,2.814502170642219e-4
8,세부,1.0043901865428832e-102
9,세부,9.1910846366995e-21
1,소개,1.8687342510801403e-4
2,소개,1.2662673889735755e-175
3,소개,2.3268302311463498e-4
4,소개,1.2583005256197e-20
5,소개,3.3358251708110645e-32
6,소개,4.799319484180202e-4
7,소개,5.09564581467633e-177
8,소개,2.030517333075184e-10
9,소개,3.5048634374405735e-71
1,정기,8.863883989308182e-4
2,정기,2.4259432218096777e-181
3,정기,7.195504987558657e-29
4,정기,2.490195737774181e-133
5,정기,8.243991417463842e-183
6,정기,1.0307567208139723e-17
7,정기,3.347362193313673e-29
8,정기,9.256827832148489e-169
9,정기,1.648903408692474e-4
1,준수,8.149497739929385e-4
2,준수,6.571457918587051e-9
3,준수,3.0967825014209414e-10
4,준수,1.5626457782749536e-4
5,준수,1.8352620203520709e-177
6,준수,2.6009299817505668e-162
7,준수,1.4279651354204637e-29
8,준수,1.876512247140668e-15
9,준수,8.164368470652056e-29
1,지방공무원,3.601808787186876e-4
2,지방공무원,2.2647540658481363e-15
3,지방공무원,2.6090609254011217e-31
4,지방공무원,3.7795665843850974e-172
5,지방공무원,3.0271956551915935e-18
6,지방공무원,3.1431874084095315e-4
7,지방공무원,2.826886832266818e-4
8,지방공무원,1.3743201495644878e-33
9,지방공무원,2.4984815316736444e-29
1,담보,5.113034001359814e-4
2,담보,2.2962720682877422e-9
3,담보,9.126145752844445e-7
4,담보,2.0832878676290722e-38
5,담보,1.461767781379452e-5
6,담보,3.366912076964857e-7
7,담보,1.3452465366565231e-12
8,담보,4.984347554067317e-4
9,담보,4.2338251344670874e-4
1,밀접,4.430109570253156e-4
2,밀접,1.1245180841658918e-4
3,밀접,3.8472278435321615e-29
4,밀접,1.0014711278310974e-7
5,밀접,9.611426579063722e-6
6,밀접,3.7488014698417305e-94
7,밀접,5.76985571374709e-59
8,밀접,3.491607764417504e-4
9,밀접,5.164477001822838e-13
1,정지,2.3653913605418164e-4
2,정지,4.761058493737092e-13
3,정지,9.6594364612978509e-22
4,정지,1.8378518590853854e-4
5,정지,1.5345697594645973e-39
6,정지,1.2973383362982617e-6
7,정지,7.189195223030171e-32
8,정지,1.1312454210143887e-13
9,정지,2.0932574602809594e-4
1,강행,9.55036097253617e-34
2,강행,4.360267904909486e-4
3,강행,1.7007003788549078e-4
4,강행,4.886561409393104e-22
5,강행,9.943377400743057e-11
6,강행,8.496617357314045e-163
7,강행,2.2544159228708588e-4
8,강행,1.079051817221409e-22
9,강행,6.036580494017518e-27
1,기자회견,1.4449214703308617e-24
2,기자회견,2.5665807499970544e-4
3,기자회견,7.226273461263224e-22
4,기자회견,2.734965379951031e-4
5,기자회견,4.954919889251286e-8
6,기자회견,1.567540878754044e-112
7,기자회견,6.916421941294266e-4
8,기자회견,4.7738644664968837e-4
9,기자회견,7.982679762710719e-19
1,마당,1.602860047566436e-26
2,마당,6.126762036500397e-17
3,마당,3.4479643574636605e-30
4,마당,3.104607752254662e-15
5,마당,2.75058738153965e-4
6,마당,1.4029334912735276e-164
7,마당,1.188962928000716e-170
8,마당,5.293254718895836e-31
9,마당,2.304763039058353e-4
1,국정감사,7.573670786680162e-22
2,국정감사,8.160511348843759e-14
3,국정감사,3.6414356014171414e-11
4,국정감사,3.920743343888506e-4
5,국정감사,1.0929715378624396e-28
6,국정감사,1.5180422257176656e-4
7,국정감사,1.1903519764187993e-13
8,국정감사,0.0010520038218144133
9,국정감사,4.1704185294780304e-4
1,로비스트,1.4660542390718985e-4
2,로비스트,1.2485947891599529e-144
3,로비스트,1.53446271037065e-4
4,로비스트,5.696267730738688e-27
5,로비스트,8.048750815677988e-27
6,로비스트,4.583544744414443e-4
7,로비스트,8.471888066319072e-170
8,로비스트,6.044979454296774e-12
9,로비스트,1.0372367645326235e-9
1,제도개선,3.278034584033217e-29
2,제도개선,2.31284750507657e-40
3,제도개선,1.505068098497309e-4
4,제도개선,3.622444573811695e-4
5,제도개선,3.354709579933396e-175
6,제도개선,3.137655017274201e-4
7,제도개선,2.642635681609652e-168
8,제도개선,1.38408926525534e-4
9,제도개선,5.965760336519654e-157
1,감사관,2.849512280794127e-4
2,감사관,1.3577230374473983e-150
3,감사관,1.1120432400107e-22
4,감사관,1.4949833833295253e-171
5,감사관,1.0920526791133622e-174
6,감사관,2.9524940676863823e-4
7,감사관,6.466750882485204e-27
8,감사관,1.6418183891429588e-164
9,감사관,9.459387520883467e-5
1,응답,3.372952482083382e-4
2,응답,2.979867350869897e-4
3,응답,1.6931449036147964e-4
4,응답,3.30890108820284e-41
5,응답,1.705425232919431e-34
6,응답,3.40379495758964e-4
7,응답,1.1281481583819402e-30
8,응답,6.4404590338611725e-152
9,응답,7.339310761449516e-6
1,반론,2.9433691610616143e-5
2,반론,1.1381836355292937e-22
3,반론,3.356804205131756e-135
4,반론,1.1618289256512627e-13
5,반론,1.9949749535034565e-4
6,반론,2.5509810312598116e-4
7,반론,2.955017754638024e-19
8,반론,1.7458038853757356e-4
9,반론,2.707363759924379e-6
1,금융권,2.465695194446147e-7
2,금융권,1.4424613257250528e-175
3,금융권,1.5044837399360062e-4
4,금융권,9.259082211517275e-14
5,금융권,1.61070023268602e-13
6,금융권,1.6826846090085343e-4
7,금융권,2.701183550141771e-4
8,금융권,1.955916014112723e-144
9,금융권,1.2334103238100354e-4
1,단죄,1.538761228608517e-22
2,단죄,3.391965825838771e-177
3,단죄,7.789108188791706e-21
4,단죄,1.3684253844020575e-31
5,단죄,2.0874168520564626e-4
6,단죄,5.885225977227851e-169
7,단죄,1.1550879301163485e-4
8,단죄,3.5176131649671594e-166
9,단죄,2.186000764094906e-4
1,당내,1.3636912005398538e-170
2,당내,5.5548004431924974e-12
3,당내,5.742894210474883e-4
4,당내,3.4964525937492057e-4
5,당내,9.600006613170186e-13
6,당내,6.60001168197238e-158
7,당내,9.099568878581993e-27
8,당내,1.6043029858283606e-4
9,당내,4.4479385314547383e-7
1,되풀이,5.608340596417335e-22
2,되풀이,4.88415289015946e-4
3,되풀이,1.058745667599192e-20
4,되풀이,1.7357526581105976e-22
5,되풀이,1.444844590339419e-4
6,되풀이,4.627413568049678e-12
7,되풀이,1.8952183572024132e-29
8,되풀이,7.837188641018643e-134
9,되풀이,1.9463907868206082e-4
1,시급,2.3493854258477333e-10
2,시급,6.312802388965036e-4
3,시급,2.88894111723837e-4
4,시급,2.025131885947511e-4
5,시급,1.3276662403680282e-4
6,시급,5.250616151079732e-7
7,시급,1.0895524723991072e-4
8,시급,5.841379553348197e-4
9,시급,5.925900026261036e-4
1,신분,3.132006098205812e-23
2,신분,1.1947949406159839e-20
3,신분,5.135386286879891e-15
4,신분,8.067042287354918e-29
5,신분,3.2678071274077e-4
6,신분,1.7737777690125925e-4
7,신분,1.6352479532632638e-4
8,신분,3.5759148458533566e-4
9,신분,6.011484695833884e-4
1,확실,5.538515451532399e-7
2,확실,2.518438405760885e-177
3,확실,1.1501772421456657e-4
4,확실,3.799400579681115e-23
5,확실,1.0526598934230034e-12
6,확실,7.376529883222355e-169
7,확실,3.091845813210008e-4
8,확실,2.3552896309670714e-166
9,확실,2.353866458121349e-4
1,전국,3.5918667342400504e-4
2,전국,1.3680115206437602e-6
3,전국,3.4900323360971585e-4
4,전국,3.7122866989541516e-4
5,전국,1.357983993532685e-4
6,전국,2.748897606778602e-4
7,전국,2.834824338946703e-4
8,전국,4.2439082731367833e-32
9,전국,1.7619718999199568e-13
1,직면,1.648472449253732e-24
2,직면,1.4677697255368784e-10
3,직면,1.359938597193953e-143
4,직면,1.670961006695274e-12
5,직면,2.6182502506083786e-5
6,직면,2.9529043872765062e-5
7,직면,8.939999693837459e-7
8,직면,1.7373222366635083e-4
9,직면,6.525397258137982e-4
1,단독,1.9874988578680278e-161
2,단독,3.8247614844265284e-4
3,단독,2.988810242711709e-17
4,단독,6.206681279990834e-21
5,단독,6.436075665735819e-83
6,단독,2.5165678140732925e-171
7,단독,1.8686741445136774e-4
8,단독,1.622917495971856e-4
9,단독,1.0339796707270269e-11
1,대체,3.8185062123715885e-19
2,대체,2.192293221635544e-10
3,대체,3.052266300943227e-4
4,대체,2.0436713684965916e-4
5,대체,8.65181184887644e-5
6,대체,1.1649287816236456e-4
7,대체,1.3832843882545246e-4
8,대체,1.4048965128053355e-147
9,대체,3.808572943277123e-21
1,연계,1.0461339061691278e-174
2,연계,1.8210464743612596e-12
3,연계,3.3923709244678655e-4
4,연계,6.74606619046137e-174
5,연계,2.284932877865405e-174
6,연계,5.884945754659446e-17
7,연계,1.9775459888360447e-8
8,연계,5.045070411454278e-170
9,연계,3.2383719211041714e-4
1,직권,2.539572801578579e-4
2,직권,2.234594968903591e-4
3,직권,3.16265993720497e-12
4,직권,3.134427184258457e-20
5,직권,9.839340833419807e-5
6,직권,1.6831828062456147e-4
7,직권,2.1564702911821757e-4
8,직권,7.94832851172566e-16
9,직권,5.3315091826880065e-8
1,특별위원회,2.3322474624476303e-18
2,특별위원회,6.039654564211782e-4
3,특별위원회,7.614668087381017e-11
4,특별위원회,1.877372691640374e-4
5,특별위원회,3.495763223012759e-33
6,특별위원회,4.351124445106688e-34
7,특별위원회,4.879196213685166e-27
8,특별위원회,5.084219182799437e-4
9,특별위원회,6.156218942431104e-133
1,동원,4.840963026660277e-37
2,동원,8.250523693533588e-19
3,동원,1.6705308582829785e-4
4,동원,8.505306183515943e-129
5,동원,1.289963389541444e-161
6,동원,1.5388161309181852e-4
7,동원,2.688203430822141e-4
8,동원,1.715407669592378e-30
9,동원,2.3970139107113442e-4
1,막강,2.6714163878475058e-9
2,막강,3.993172904664111e-17
3,막강,8.219445902218617e-169
4,막강,1.5460162171876233e-4
5,막강,2.1253484793977634e-31
6,막강,1.330627067441199e-4
7,막강,2.4619958347358825e-177
8,막강,3.49160777176495e-4
9,막강,1.4263551641382826e-4
1,수술,6.273702406808637e-33
2,수술,4.817454584478468e-60
3,수술,2.4414190700068746e-26
4,수술,6.260660956139538e-24
5,수술,1.5418372244953922e-4
6,수술,1.6831828062383432e-4
7,수술,1.5114799509383398e-175
8,수술,8.650719878765052e-173
9,수술,2.703919480469502e-4
1,완벽,2.4992365307668816e-103
2,완벽,8.197794333299598e-57
3,완벽,3.0101361970050986e-4
4,완벽,1.5460244443413082e-4
5,완벽,2.5538199503230895e-7
6,완벽,2.646452501320658e-18
7,완벽,1.606184827374035e-171
8,완벽,3.9124691254994185e-29
9,완벽,2.355368059133704e-4
1,이재,6.167455480673318e-19
2,이재,2.4283242903673583e-4
3,이재,2.6618866985300968e-17
4,이재,7.511098723419081e-136
5,이재,4.515672339921695e-6
6,이재,1.6037081446704346e-4
7,이재,3.2690233661356226e-29
8,이재,1.3573558286853887e-166
9,이재,3.108446272965807e-4
1,인가,1.2052674665706642e-18
2,인가,6.777153093134636e-6
3,인가,4.256227567225704e-27
4,인가,2.851095416090342e-176
5,인가,3.492224632297322e-5
6,인가,1.2161396349628172e-39
7,인가,1.1901817042315519e-15
8,인가,6.868156136939356e-4
9,인가,1.902653145508858e-4
1,전통,2.5632693606059347e-11
2,전통,4.446943664214511e-66
3,전통,1.5050680264959058e-4
4,전통,9.870361015630805e-171
5,전통,9.043813132064727e-5
6,전통,2.6663412644380967e-11
7,전통,2.348200553999524e-170
8,전통,1.0451759513365257e-160
9,전통,4.7157249240223825e-4
1,소통,1.1660157869977883e-4
2,소통,4.067873340697228e-4
3,소통,2.462999765687196e-4
4,소통,1.4912351807181646e-4
5,소통,9.590164180279147e-5
6,소통,1.3098400658438723e-10
7,소통,5.5912549599381015e-9
8,소통,3.862972755412445e-4
9,소통,3.736624175771408e-4
1,학연,6.996094722084313e-4
2,학연,1.237230478266708e-140
3,학연,1.3246369721133665e-180
4,학연,2.7308067074956454e-179
5,학연,1.806188347839194e-4
6,학연,1.0224116134541493e-147
7,학연,9.817885301383072e-179
8,학연,4.2144125884970696e-176
9,학연,1.3780360664464004e-18
1,국무위원,2.3024806190969564e-15
2,국무위원,3.2784929265794265e-14
3,국무위원,1.5050680984992314e-4
4,국무위원,2.6514363290068e-16
5,국무위원,9.876803835234653e-5
6,국무위원,5.485027756289688e-22
7,국무위원,1.3125566386891177e-174
8,국무위원,5.073895007637068e-4
9,국무위원,4.536755371627147e-16
1,민감,3.1363943786415794e-9
2,민감,3.074586750646373e-4
3,민감,5.36857172662386e-9
4,민감,2.851702010555509e-7
5,민감,1.6574219947965813e-4
6,민감,2.3123765589391052e-4
7,민감,7.698010817225147e-6
8,민감,2.7928963098156496e-4
9,민감,1.6937675038791077e-5
1,부실,2.4943620501819798e-20
2,부실,1.360626178747972e-10
3,부실,8.18050767974485e-5
4,부실,1.2364206666312759e-12
5,부실,1.6201966195843923e-14
6,부실,7.910437703411709e-14
7,부실,2.311335543029074e-4
8,부실,6.678874243824098e-12
9,부실,4.46451053211959e-4
1,신속,4.303746765651918e-59
2,신속,1.1597731599007252e-4
3,신속,9.1391522176435e-4
4,신속,2.81736348524167e-15
5,신속,1.6581265291020328e-33
6,신속,1.7738247074981e-4
7,신속,1.550508352535849e-15
8,신속,8.215125473242992e-4
9,신속,1.2270015390886878e-4
1,지탄,4.449282213997208e-9
2,지탄,2.7423169912193303e-4
3,지탄,2.2669476206664224e-125
4,지탄,6.907087232962378e-6
5,지탄,1.2112187326928095e-29
6,지탄,1.6743591140297803e-4
7,지탄,2.732230003956994e-169
8,지탄,2.2585241844863627e-4
9,지탄,1.166388040067022e-16
1,진상조사,3.422665046406222e-67
2,진상조사,1.5066618075015096e-8
3,진상조사,8.692950929721776e-22
4,진상조사,1.7843075439359163e-23
5,진상조사,1.1239789318846944e-33
6,진상조사,1.1225640608638967e-165
7,진상조사,4.3509949575559945e-150
8,진상조사,0.0010474567521124613
9,진상조사,9.749122626567034e-28
1,회부,3.478739713713047e-67
2,회부,2.9565228598790706e-4
3,회부,4.433506203525193e-18
4,회부,1.7407235514100829e-4
5,회부,8.648704017708364e-34
6,회부,1.3748433801757778e-172
7,회부,6.455871791672697e-179
8,회부,3.4897116972649523e-4
9,회부,4.6241488415752306e-26
1,빙산,6.934778685289947e-32
2,빙산,1.5970074167112446e-33
3,빙산,1.3395184201419038e-4
4,빙산,1.546024444333171e-4
5,빙산,2.0757400169721107e-157
6,빙산,9.096401175789788e-19
7,빙산,2.8214603780539325e-4
8,빙산,1.8141083093283378e-4
9,빙산,2.3954844957233267e-4
1,연수원,3.404835333367538e-26
2,연수원,2.654699168619781e-47
3,연수원,4.966818819386123e-13
4,연수원,7.195045044515253e-9
5,연수원,9.069010070494141e-16
6,연수원,8.415835691927267e-4
7,연수원,7.4964598961128175e-180
8,연수원,1.4445345731291665e-175
9,연수원,1.1658517614505957e-29
1,의원회관,1.2139314330702833e-131
2,의원회관,7.125253404661672e-15
3,의원회관,1.742079358053776e-176
4,의원회관,0.0010821935010428044
5,의원회관,1.3791534166046945e-8
6,의원회관,1.2790147619860975e-20
7,의원회관,1.8092960556175508e-178
8,의원회관,5.741685137718318e-24
9,의원회관,3.054212341960264e-169
1,의정,1.4095565719940137e-25
2,의정,2.612300350039943e-15
3,의정,1.8409532788417786e-176
4,의정,3.0920488886894713e-4
5,의정,4.7736266842995134e-33
6,의정,1.1392375946835267e-22
7,의정,3.221936333631295e-61
8,의정,5.237411657617729e-4
9,의정,1.8560117159883711e-37
1,철도,2.3515643415311064e-26
2,철도,1.0016635030577765e-182
3,철도,1.7907025111336562e-51
4,철도,6.184097777430815e-4
5,철도,2.7419131604175656e-165
6,철도,4.663596709554001e-32
7,철도,1.3832843882457377e-4
8,철도,3.8228927057073286e-23
9,철도,1.7972890245877174e-32
1,승진,0.0013086235900349864
2,승진,4.562171587996926e-15
3,승진,1.8570646123335978e-47
4,승진,7.891118793097679e-17
5,승진,2.425355333776043e-12
6,승진,3.165584743546995e-20
7,승진,7.290736729174976e-89
8,승진,8.593927464480923e-17
9,승진,9.163149322440848e-5
1,실질,6.055758994575267e-4
2,실질,4.372844479024583e-4
3,실질,2.722923293564175e-4
4,실질,7.578644014466249e-5
5,실질,7.869637990450008e-10
6,실질,3.689590238701052e-4
7,실질,2.50601419898047e-5
8,실질,6.56656717432669e-5
9,실질,1.775219450698975e-4
1,연내,3.066997284648896e-4
2,연내,5.147401856285853e-4
3,연내,5.108805108557471e-13
4,연내,5.167261253544986e-25
5,연내,1.1702978909881694e-48
6,연내,2.3025585414219365e-26
7,연내,3.5820823907623723e-35
8,연내,2.381184614186079e-4
9,연내,1.7222846321822493e-17
1,간주,6.579895582410687e-4
2,간주,3.473952763808947e-7
3,간주,7.2709339168958965e-171
4,간주,3.946968406710622e-11
5,간주,3.028583044970818e-4
6,간주,1.7258987402228355e-12
7,간주,8.359972541929092e-16
8,간주,3.450453952572983e-13
9,간주,1.17935134554408e-4
1,부장판사,2.332031574036948e-4
2,부장판사,4.47546040005956e-16
3,부장판사,8.189268836756563e-5
4,부장판사,1.0690917991923189e-15
5,부장판사,1.314785889601975e-4
6,부장판사,3.227863464398333e-9
7,부장판사,4.212499409164564e-9
8,부장판사,1.7457507210728306e-4
9,부장판사,7.126509589766096e-19
1,수의계약,0.0015106783346894356
2,수의계약,8.246213777749455e-4
3,수의계약,2.017638982053674e-174
4,수의계약,2.6206788288500748e-21
5,수의계약,1.5052515315744666e-12
6,수의계약,1.5111183562710404e-42
7,수의계약,5.863715150238487e-37
8,수의계약,4.2068308748256065e-6
9,수의계약,8.841810345853588e-8
1,서면,5.829812226012171e-4
2,서면,2.469435146300163e-10
3,서면,2.1637887460380856e-167
4,서면,1.8698909644554e-47
5,서면,1.0488481018678455e-8
6,서면,1.5458794132130287e-148
7,서면,4.663075056910772e-171
8,서면,1.9237799332921127e-8
9,서면,3.703503438341447e-21
1,명백,1.6905935628605363e-9
2,명백,1.9756296756382983e-173
3,명백,1.0246125217104293e-29
4,명백,3.643411711763992e-4
5,명백,1.5426485811781404e-4
6,명백,3.846505569288567e-30
7,명백,1.4521876133714875e-4
8,명백,5.03727306444221e-4
9,명백,1.3102274155073669e-16
1,범죄행위,1.906412944064492e-15
2,범죄행위,1.078420090949488e-42
3,범죄행위,1.2386149704931629e-27
4,범죄행위,5.373045892145277e-4
5,범죄행위,9.030941739075091e-5
6,범죄행위,3.1404462825644705e-178
7,범죄행위,3.4922464429054797e-4
8,범죄행위,6.375773426297788e-68
9,범죄행위,3.261886708715656e-106
1,한마디,9.940749667544501e-24
2,한마디,1.0382381592349607e-35
3,한마디,2.5184603792612753e-4
4,한마디,2.2539822580800776e-4
5,한마디,1.3814121485057214e-4
6,한마디,3.699726325965088e-16
7,한마디,1.0147340782766446e-43
8,한마디,2.857814395023964e-81
9,한마디,2.758639023516851e-4
1,항목,2.048390656060217e-4
2,항목,3.27433051068802e-18
3,항목,1.181741840675703e-177
4,항목,1.6503097230223984e-4
5,항목,3.771143056666283e-4
6,항목,4.929644457209577e-151
7,항목,5.350130240328268e-177
8,항목,2.1822078763514507e-173
9,항목,4.482769843463078e-50
1,기류,2.5658019925517156e-166
2,기류,3.0789961584084794e-8
3,기류,8.612210780258626e-29
4,기류,1.986722886744112e-128
5,기류,9.03092349104216e-5
6,기류,1.0520984354528978e-155
7,기류,1.383081757239505e-4
8,기류,5.237144249761439e-4
9,기류,2.656509963856879e-10
1,무시,2.2392008446982656e-166
2,무시,2.8864413582899536e-23
3,무시,3.6408211071181954e-124
4,무시,1.5460244443574975e-4
5,무시,1.8061883478038147e-4
6,무시,3.4405789817767867e-15
7,무시,6.074960897557361e-174
8,무시,3.4916077717754595e-4
9,무시,1.9989259566179465e-15
1,태도,1.9377625782940533e-104
2,태도,2.348566410998449e-11
3,태도,2.1945858456172169e-4
4,태도,3.490032777517973e-4
5,태도,1.594726694943611e-5
6,태도,1.8517825396632885e-4
7,태도,5.342603888800369e-20
8,태도,6.2980073921711e-4
9,태도,6.368712708972969e-4
1,위주,3.4868641531802375e-4
2,위주,9.915636249601035e-174
3,위주,1.5050680985018034e-4
4,위주,6.331119417962547e-172
5,위주,3.9751373632894816e-29
6,위주,1.614333475313461e-6
7,위주,1.2565958487698026e-168
8,위주,1.8727525204560468e-171
9,위주,1.1793515475263113e-4
1,직간접적,1.7770417050171086e-37
2,직간접적,8.105347363381316e-15
3,직간접적,7.666347566189197e-163
4,직간접적,1.334304138080119e-148
5,직간접적,1.8061883477625285e-4
6,직간접적,1.1654765367438316e-167
7,직간접적,7.265095770345058e-170
8,직간접적,2.2900152983321986e-4
9,직간접적,1.9910692636607063e-4
1,차관급,9.79739021392041e-4
2,차관급,2.6710647398966357e-4
3,차관급,6.498209286323376e-173
4,차관급,2.2917148882413705e-17
5,차관급,8.358831041559413e-16
6,차관급,5.189246561178321e-26
7,차관급,1.1622544266198056e-37
8,차관급,5.337809277789407e-159
9,차관급,7.483403035422022e-38
1,부의금,1.0569697491328527e-4
2,부의금,4.482656677029485e-22
3,부의금,2.657052237988375e-166
4,부의금,4.6040230024323e-4
5,부의금,1.0074418762294006e-4
6,부의금,1.0027949809612596e-34
7,부의금,2.5784939045351175e-167
8,부의금,4.039511613705342e-164
9,부의금,5.142470880946127e-19
1,중앙행정기관,1.6619312055058958e-4
2,중앙행정기관,0.0010502695411385074
3,중앙행정기관,6.800592328465799e-170
4,중앙행정기관,1.3311783464563906e-29
5,중앙행정기관,1.2291668293470254e-4
6,중앙행정기관,1.3038293389829272e-13
7,중앙행정기관,4.2861841248755945e-42
8,중앙행정기관,1.5916659923695459e-13
9,중앙행정기관,1.0196476813472238e-11
1,탄생,1.4767851214975725e-30
2,탄생,2.8427477583296433e-89
3,탄생,9.030408591063006e-4
4,탄생,1.6557401279165417e-4
5,탄생,9.030941739044114e-5
6,탄생,3.246916287502329e-4
7,탄생,4.14386759176112e-26
8,탄생,2.8582946112027554e-167
9,탄생,1.0888162384915572e-12
1,대처,2.3320315740248438e-4
2,대처,3.2389988450006725e-31
3,대처,1.9843680464764264e-5
4,대처,1.4496783566662324e-4
5,대처,7.059253513746477e-9
6,대처,3.263578764905772e-4
7,대처,4.538105337896342e-4
8,대처,3.730911110489929e-8
9,대처,2.0173678596325376e-4
1,위해,4.36915521438216e-4
2,위해,1.837436476351292e-172
3,위해,4.5473405302716465e-180
4,위해,6.918951453250718e-27
5,위해,9.543807842627954e-31
6,위해,2.108892276806747e-4
7,위해,1.647458256507084e-182
8,위해,1.49462386533925e-161
9,위해,9.725253651072978e-109
1,재정보조,6.850100793068238e-4
2,재정보조,7.586560605288753e-8
3,재정보조,1.457402092964711e-167
4,재정보조,3.0624255221122066e-144
5,재정보조,1.2138610459747386e-14
6,재정보조,1.8926881165667967e-4
7,재정보조,1.1344567090028211e-38
8,재정보조,4.285953694915017e-49
9,재정보조,8.378379847143921e-24
1,총괄,3.1259150475529645e-4
2,총괄,1.9028222411884455e-49
3,총괄,1.4062392188294894e-128
4,총괄,3.5569096078562295e-25
5,총괄,5.984178560542194e-181
6,총괄,1.3593180660836983e-11
7,총괄,1.3000152904915038e-6
8,총괄,2.9902012873796236e-109
9,총괄,3.903359364951825e-4
1,파악,1.9246148813064132e-4
2,파악,2.3519205052885013e-22
3,파악,3.144192625460781e-4
4,파악,1.546024444324652e-4
5,파악,6.396788419396997e-19
6,파악,6.005637801821461e-4
7,파악,7.78375198668094e-4
8,파악,8.843032275625814e-4
9,파악,5.530970973815206e-35
1,성격,3.0603869233845345e-4
2,성격,2.8892503958822986e-22
3,성격,1.3253264259317508e-4
4,성격,3.982456915853796e-4
5,성격,1.0446474393835451e-5
6,성격,3.9160850779904494e-4
7,성격,1.4099031031033365e-4
8,성격,8.236214068876369e-9
9,성격,1.7186423949265559e-4
1,용역,0.0010359129108511236
2,용역,5.242495305264471e-4
3,용역,1.5602695582750529e-32
4,용역,1.1852259391795798e-15
5,용역,1.1356031661338002e-9
6,용역,1.6825725653206062e-31
7,용역,5.115660267116217e-10
8,용역,3.5222766007289997e-4
9,용역,3.3750667989401407e-31
1,지목,1.6484376673091608e-10
2,지목,7.460223685814919e-29
3,지목,2.0124752931329215e-22
4,지목,1.0106112519569191e-160
5,지목,1.4967775932162378e-4
6,지목,5.62622439371413e-4
7,지목,2.134858465103445e-168
8,지목,2.3745406776707962e-35
9,지목,1.179351547526722e-4
1,차량,3.7624073092997666e-4
2,차량,2.85173137203579e-4
3,차량,4.402390139317829e-45
4,차량,3.244365728607687e-19
5,차량,3.589737525962139e-13
6,차량,1.1421883128348802e-47
7,차량,1.464373207685779e-78
8,차량,1.0921183407494612e-9
9,차량,3.4900856714905487e-9
1,합법,1.3451324729491082e-8
2,합법,9.596905538416998e-31
3,합법,1.3515706638446298e-4
4,합법,1.5460244443642123e-4
5,합법,1.804921146707378e-4
6,합법,1.252862428352561e-149
7,합법,5.471346089099268e-172
8,합법,1.1649959407644948e-5
9,합법,1.222449356088538e-4
1,구조조정,4.5717908511746305e-5
2,구조조정,1.4342976491108127e-6
3,구조조정,2.601940291732053e-4
4,구조조정,8.077158385639513e-167
5,구조조정,6.754795094508835e-5
6,구조조정,1.683182806260349e-4
7,구조조정,1.3401390201717923e-4
8,구조조정,1.4149235319435298e-165
9,구조조정,1.7502603405769096e-5
1,매출,1.1985283255626039e-4
2,매출,2.0962026666005515e-173
3,매출,1.7073597975352122e-4
4,매출,1.5460244443652916e-4
5,매출,1.1006120897791158e-4
6,매출,1.040625913178018e-4
7,매출,1.3843193968940043e-4
8,매출,1.197221694266719e-141
9,매출,2.1675421941655941e-63
1,무력,4.475149771190963e-26
2,무력,1.2245049667994738e-4
3,무력,1.035566901749923e-7
4,무력,5.584111645115958e-7
5,무력,2.802169174109902e-4
6,무력,9.340192253494786e-9
7,무력,2.028351708155042e-161
8,무력,1.2255329080873404e-4
9,무력,1.4186646372926858e-13
1,그제,2.995019296578377e-26
2,그제,2.2429443038185935e-4
3,그제,1.0543267430343802e-21
4,그제,4.417330145380141e-22
5,그제,4.3425693539112024e-4
6,그제,1.7240227031505593e-6
7,그제,6.620775853286092e-32
8,그제,1.7458038859112643e-4
9,그제,1.2016148654359343e-13
1,급증,3.0311137615901496e-29
2,급증,1.3296488055483396e-16
3,급증,1.486016157663616e-4
4,급증,2.0465123166602653e-4
5,급증,9.030941737162094e-5
6,급증,1.1372052788078701e-166
